FilePath,FileName,FileModifyDate,Frame
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000026.JPG,EK000026.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000026.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000022.JPG,EK000022.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000022.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000010.JPG,EK000010.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000010.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000036.JPG,EK000036.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000036.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG,EK000072.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000072.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000068.JPG,EK000068.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000068.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG,EK000073.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000073.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG,EK000038.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000038.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000017.JPG,EK000017.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000017.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000070.JPG,EK000070.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000070.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG,EK000025.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000025.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000042.JPG,EK000042.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000042.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000020.JPG,EK000020.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000020.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG,EK000021.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000021.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000050.JPG,EK000050.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000050.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000057.JPG,EK000057.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000057.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000034.JPG,EK000034.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000034.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG,EK000016.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000016.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG,EK000060.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000060.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000066.JPG,EK000066.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000066.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000056.JPG,EK000056.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000056.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000028.JPG,EK000028.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000028.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG,EK000008.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000008.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000061.JPG,EK000061.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000061.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG,EK000049.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000049.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG,EK000018.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000018.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000013.JPG,EK000013.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000013.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG,EK000044.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000044.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000029.JPG,EK000029.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000029.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG,EK000045.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000045.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000064.JPG,EK000064.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000064.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG,EK000074.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000074.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000053.JPG,EK000053.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000053.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000012.JPG,EK000012.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000012.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000041.JPG,EK000041.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000041.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000014.JPG,EK000014.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000014.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000058.JPG,EK000058.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000058.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000040.JPG,EK000040.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000040.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000062.JPG,EK000062.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000062.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG,EK000052.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000052.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000033.JPG,EK000033.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000033.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG,EK000048.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000048.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000065.JPG,EK000065.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000065.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000069.JPG,EK000069.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000069.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG,EK000024.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000024.JPG
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG,EK000054.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000054.JPG
